the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.93040719904538 40.74063740581642),149096,5148A,GQBB26-01,1,ROW,DDC BB Cluster (BB-026),ROWB,Constructed (Full Maintenance),1003534.985,209118.455,Queens,Combined,BB-026,Newtown Creek,4002300009,0,402,26,37,13,5,65,Type C - SW Chamber,No Tree,N/A,GQBB09-01,Stage-2,Right of Way (ROW),Constructed
POINT (-73.94613615169979 40.67662450751823),128108,1-289b,GKNC14-05,1,ROW,DDC NCB-014,ROWB,Constructed (Full Maintenance),999190.6482,185793.5578,Brooklyn,Combined,NCB-014,East River / Open Waters,3012140018,3012147501,308,36,56,13,5,65,Standard,No Tree,N/A,GNCB14-1A,Package-2,Right of Way (ROW),Constructed
POINT (-73.89647755395482 40.670092233954236),118276,356c,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1012967.66,183426.04,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037530008,0,305,42,60,20,5,100,Type C - SW Chamber,Transplant,N/A,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.88432404326586 40.76577421798946),182533,IB713B,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016293.07074,218290.10612,Queens,Combined,BB-005,East River / Open Waters,4010800001,0,403,22,35,20,5,100,Type C - SW Chamber,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.89416940585453 40.826741109471406),149643,PG_1,GXHP25-04,GR,Onsite,NYRP - Paradise on Earth,Porous Asphalt,Constructed,1013539,240499,Bronx,Combined,HP-002,East River / Open Waters,2027180052,0,202,17,85,0,0,"2,730",,,,,,Incentivized,Constructed
POINT (-73.80957435738485 40.67918837229176),120979,1355d,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1037067.8212,186780.4639,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4116730001,0,410,28,31,20,5,100,Standard,Koelreuteria paniculata 'Fastigiata',Fastigiata Goldenraintree,GCJA03-3A,1,Right of Way (ROW),Constructed
POINT (-73.91084991980225 40.65753265546009),150736,112a,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1008985.35,178845.85,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3036110001,0,316,41,55,10,5,50,Type A - Stone Columns,No Tree,N/A,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.91094815429288 40.64783741569183),184439,IB6042A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1008961.685,175313.5802,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081180001,0,318,42,0,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.80367706123445 40.773509679574346),164899,82428D,GQTI23-01,1,ROW,DDC TI-03-23 Phase 1,ROWRG,Constructed (In Guarantee),1038626.51787,221148.1693,Queens,Combined,TI-023,East River / Open Waters,4048850001,0,407,19,40,11,6,66,,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.87469808098147 40.746623853903465),153264,555a,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1018969.51,211316.68,Queens,Combined,BB-008,Flushing Bay,4015650001,0,404,21,39,10,5,50,Standard,No Tree,N/A,GQBB08-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.94982817285194 40.690751648654754),183029,2-IB228f,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),998163.615,190939.8761,Brooklyn,Combined,NCB-014,East River / Open Waters,3017840020,0,303,36,56,15,5,75,Standard,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.84998143927139 40.73276929047132),125465,4369b,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1025826.80413,206279.79397,Queens,Combined,BB-006,Flushing Bay,4021490001,0,406,29,35,20,5,100,Standard,Acer rubrum 'October Glory',October Glory Red Maple,GQBB06-01,4,Right of Way (ROW),Constructed
POINT (-73.82207925018794 40.68906388565552),94451,382B,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1033592.07162,190371.09995,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094890038,0,409,29,24,13,4.5,58.5,Standard,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.7935176997694 40.757646918082706),106950,1630c,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1041454.02322,215375.32688,Queens,Combined,TI-010,Flushing Creek,4055110001,0,407,19,26,12,5,60,Standard,No Tree,N/A,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.81705017903322 40.782906245310016),185840,IB21033B,GQTI03-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1034915.356,224563.6289,Queens,Combined,TI-003,East River / Open Waters,4046520028,0,407,19,0,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.90078275468079 40.71742462468957),136972,789a,GQNC77-01,1,ROW,DDC NCQ-077,ROWB,Constructed (Full Maintenance),1011753.84358,200669.23138,Queens,Combined,NCQ-077,Newtown Creek,4027560050,0,405,30,37,10,4.5,45,Type A - Stone Columns,Other (See notes),N/A,GCNC77-02,Phase-2,Right of Way (ROW),Constructed
POINT (-73.81261875009552 40.71421508042582),181376,IB451a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1036196.11,199539.88,Queens,Combined,TI-010,Flushing Creek,4097420110,0,408,24,24,13,4,52,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.99704345474079 40.61208869992523),189375,PP6058.2-1,GKOH15-04,4,ROW,DDC OH15 Phase 4,ROW Porous Concrete,90% Design Submitted,985070.8743,162276.82,Brooklyn,Combined,OH-015,East River / Open Waters,3062490012,0,311,43,0,354,4,"1,416",,,,GKOH15-04,1,Right of Way (ROW),
POINT (-73.86696871830989 40.73548425313065),122579,432,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1021117.37654,207261.33261,Queens,Combined,BB-006,Flushing Bay,4019110001,0,404,25,35,20,5,100,Standard,Ginkgo biloba,Ginkgo Tree,GQBB06-01,2,Right of Way (ROW),Constructed
POINT (-73.98469444709734 40.73007221932549),183921,M19-01STa,OSNC52-TBD1,OS,Onsite,P.S. 361 M,Synthetic Turf Field Storage Layer,Constructed,988492.022,205261.935,Manhattan,Combined,NCM-052,East River / Open Waters,1004530034,0,103,2,66,0,0,"5,500",,,,,,Public Onsite,Constructed
POINT (-73.7767521664383 40.73491558819485),184164,IB317A,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1046119.85733,207104.99518,Queens,Combined,TI-010,Flushing Creek,4071830001,0,408,23,0,16,4.5,67.5,Standard,No Tree,N/A,GCTI10-02,Package-1,Right of Way (ROW),Constructed
POINT (-73.92101641048357 40.67534884129307),125942,0131b,GKNC15-02,1,ROW,EDC NCB-015 (English Kills) Phase 1,ROWB,Constructed (Full Maintenance),1006158.73,185334.08,Brooklyn,Combined,NCB-015,Newtown Creek,3014380001,0,316,41,55,20,5,100,Type A - Stone Columns,Quercus palustris,Pin Oak,GKNC15-02,Phase-1-Stage-1,Right of Way (ROW),Constructed
POINT (-73.88344382978269 40.67910728535279),170979,1649b,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1016578.91,186715.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3039560005,0,305,37,54,13,4,52,Type C - SW Chamber,No Tree,N/A,53320022-01,1,Right of Way (ROW),Constructed
POINT (-73.9037865258935 40.66349762301937),118640,VD1H-US3,GK26W3-03-OS6,2,Onsite,Van Dyke I,Subsurface Storage,Constructed (Full Maintenance),1010942.7534,181021.1268,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037600001,0,316,41,55,0,0,385,,,,,,Public Onsite,Constructed
POINT (-73.89245222485897 40.72973038047035),158396,192A,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROWB,Constructed (Full Maintenance),1014057.63,205155.32,Queens,Combined,BB-005,East River / Open Waters,4025050047,4025050046,405,30,30,13,4,52,Standard,Transplant,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.81444716714422 40.669595874423536),121583,3085a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1035723.6686,183282.7501,Queens,Combined,JAM-003a,Jamaica Bay and Tributaries,4117830001,0,410,28,31,13,4.5,58.5,Standard,No Tree,N/A,GCJA03-3B,3,Right of Way (ROW),Constructed
POINT (-73.78614334689154 40.75292750135048),103110,1653A,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1043501.21371,213660.79678,Queens,Combined,TI-010,Flushing Creek,4055500035,0,411,19,25,11,5,55,Standard,No Tree,N/A,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.86554934349229 40.74534074052951),154154,859c,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1021505.22,210852.96,Queens,Combined,BB-008,Flushing Bay,4016260060,0,404,21,39,10,4.5,45,Standard,No Tree,N/A,GQBB09-01,Work-Order-4,Right of Way (ROW),Constructed
POINT (-73.92455334022257 40.6508902046797),177476,GS4063d,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROWGS,Constructed (In Guarantee),1005185.32,176422.25,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3047030036,0,317,45,58,13,3.5,45.5,,,,GKCI05-2A,2,Right of Way (ROW),Constructed
POINT (-73.98953550455603 40.738546504075025),149612,BT_1,GMNC87-01,GR,Onsite,Ballet Tech,Green Roof,Constructed,987149.92638,208349.18586,Manhattan,Combined,NCM-087,East River / Open Waters,1008487502,0,105,2,74,0,0,"14,088",,,,,,Incentivized,Constructed
POINT (-73.81620962437653 40.69417773061957),159464,GS52B,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWGS,Constructed (Full Maintenance),1035215.96067,192237.58059,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094750022,0,409,29,24,13,3.5,45.5,,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.87608523819205 40.66264173683965),182129,IB2672d,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1018628.43,180718.96,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3043850001,0,305,42,60,10,5,50,Standard,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.93156990978262 40.745514713353785),148928,5075E,GQBB26-01,1,ROW,DDC BB Cluster (BB-026),ROWB,Constructed (Full Maintenance),1003211.396,210895.159,Queens,Combined,BB-026,Newtown Creek,4002440035,4002440045,402,26,37,17,5,85,Standard,Quercus macrocarpa,Bur Oak,GQBB09-01,Stage-2,Right of Way (ROW),Constructed
POINT (-73.8204378463769 40.72483556479322),187845,IB1010g,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1034020.56,203404.7,Queens,Combined,TI-010,Flushing Creek,4066620001,0,408,24,0,13,4.5,58.5,Type A - Stone Columns,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.87835376537866 40.67218608399843),100367,1888a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1017994.23,184195.35,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040390001,0,305,42,54,18,4.5,81,Type C - SW Chamber,No Tree,N/A,53320022-04,3,Right of Way (ROW),Constructed
POINT (-73.86107458156087 40.85196526614542),137794,IB452A,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1022683.5306,249701.886,Bronx,Combined,HP-007,Bronx River,2042960015,0,211,13,80,18,5,90,,,,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.92202011118472 40.731170834802036),135939,398a,GQNC77-01,1,ROW,DDC NCQ-077,ROWB,Constructed (Full Maintenance),1005862.21562,205671.44402,Queens,Combined,NCQ-029,Newtown Creek,4025360012,4025360012,402,26,37,20,5,100,Standard,Other (See notes),N/A,GCNC77-01,Phase-1,Right of Way (ROW),Constructed
POINT (-73.96792935426588 40.67423235511426),104741,458E,OGI-DESIGN-1,1,ROW,OGI Design Area 1 (RH-034),ROWB,Constructed (Full Maintenance),993146.0121,184919.0634,Brooklyn,Combined,RH-034,Gowanus Canal,3011710014,0,308,35,52,10,6,60,Standard,No Tree,N/A,GKRH34-02-GKOH07-02,Stage-1,Right of Way (ROW),Constructed
POINT (-73.92466662729554 40.671713692464536),165270,06SRa,GK26W3-03-OS5,1,Onsite,P.S. 191 K,Subsurface Storage,Constructed,1005147.36,184008.8,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3013750012,0,308,41,55,18.92,24,454,,,,,,Public Onsite,Constructed
POINT (-73.90804970465223 40.6468908657766),175123,IB6084A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1009766.3602,174969.5571,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081270011,0,318,42,58,14,4,56,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.8174745641772 40.76627304382714),143542,GS1188D,GQTI11-03,1,ROW,DDC TI-011,ROWGS,Constructed (Full Maintenance),1034810.456,218503.364,Queens,Combined,TI-011,Flushing Creek,4050050040,0,407,20,40,10,3,30,,No Tree,N/A,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.92151181982096 40.737720813894356),141849,6250A,GQBB09-01,1,ROW,DDC BB Cluster (BB-009),ROWB,Constructed (Full Maintenance),1006000.951,208057.932,Queens,Combined,BB-009,Newtown Creek,4022880007,0,402,26,37,10,4,40,Standard,No Tree,N/A,GQBB09-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.93218618180993 40.65085791477307),173541,IB6065E,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1003067.33009,176408.75397,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3046960050,0,317,45,58,11,4.5,49.5,Standard,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.81798620190798 40.73848025816647),147151,1512f,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROWB,Constructed (Full Maintenance),1034689.77,208377.28,Queens,Combined,TI-010,Flushing Creek,4065170001,0,408,24,27,15,5,75,Standard,No Tree,N/A,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.93321518654463 40.65007492958882),173319,IB6050D,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1002782.01395,176123.27141,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3049000035,3049000036,317,45,58,12,5.5,66,Standard,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.90502418174565 40.674123368031864),159007,GI-30,GK26W3-01,1,ROW,Demo Area 2 (26W-003),ROWB,Constructed (Full Maintenance),1010595.19,184892.01,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3036780010,0,316,37,55,20,5,100,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W03-1,1,Right of Way (ROW),Constructed
POINT (-73.93976593131845 40.657329600928584),172811,4005C,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROWB,Constructed (Full Maintenance),1000962.44093,178765.03076,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048290004,0,309,40,43,15,6,90,Standard,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.92098311985121 40.6637955892401),158142,UNST-2,BEPA-GR-1,GR,ROW,Nitrogen Consent Order SW Pilot EBP,ROWB,Constructed (Full Maintenance),1006171.76129,181124.91237,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3035480001,0,316,41,55,20,5,100,Standard,Nyssa sylvatica,Blackgum,,,Right of Way (ROW),Constructed
POINT (-73.86250207753972 40.68718347416925),112945,1263B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1022382.8516,189665.8292,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089580030,0,409,32,38,13,4.5,58.5,Type A - Stone Columns,No Tree,N/A,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.82763342574202 40.74542555520208),147753,2077-1c,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROWB,Constructed (Full Maintenance),1032011.35,210902.26,Queens,Combined,TI-010,Flushing Creek,4063730023,4063730022,407,20,25,13,4.5,58.5,Standard,Ginkgo biloba 'Autumn Gold',Autumn Gold Ginkgo Tree,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.88737197068964 40.729896549128476),182813,IB121C,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1015465.58,205217.63,Queens,Combined,BB-005,East River / Open Waters,4028050010,0,405,30,30,10,5,50,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.81185827964498 40.67741178747209),120941,1338a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1036435.7272,186131.8355,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4116700031,0,410,28,31,11,5,55,Standard,No Tree,N/A,GCJA03-3A,1,Right of Way (ROW),Constructed
POINT (-73.8647605766431 40.84959001149339),96795,496H,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROWB,Constructed (Full Maintenance),1021665.1419,248834.8957,Bronx,Combined,HP-007,Bronx River,2042610024,0,211,13,80,10,4,40,Standard,No Tree,N/A,GXHP07-03,2,Right of Way (ROW),Constructed
POINT (-73.81490963020188 40.71946288270396),187708,IB611a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1035556.99,201450.46,Queens,Combined,TI-010,Flushing Creek,4066910001,0,408,24,0,10,4,40,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.87891854637267 40.67704524072749),113725,1742A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1017835.115,185965.461,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041580128,0,305,37,54,12,5,60,Standard,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.79348836768179 40.767715183586134),107302,IB2029f,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1041453.50172,219043.53604,Queens,Combined,TI-010,Flushing Creek,4049370040,0,407,19,26,20,4.5,90,Type A - Stone Columns,No Tree,N/A,GCTI10-1B,Package-2,Right of Way (ROW),Constructed
POINT (-73.9101904715324 40.639450233425194),174161,3039G,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1009175.0731,172258.117,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3080060046,0,318,46,59,20,5,100,Type D,No Tree,N/A,GKCI05-3A,1,Right of Way (ROW),In Construction
POINT (-73.93813900056657 40.67217400111744),171371,K354-01STa,GK-S-354,OS,Onsite,M.S. 354 K,Synthetic Turf Field Storage Layer,Constructed,1001410.027,184173.577,Brooklyn,Combined,NCB-014,East River / Open Waters,3013700029,0,308,36,43,0,0,"5,989",,,,,,Public Onsite,Constructed
POINT (-73.87512682782416 40.76762697288715),188156,IB608D,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1018839.80154,218968.62346,Queens,Combined,BB-005,East River / Open Waters,4010880117,0,403,21,0,12,4,48,Type A - Stone Columns,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.77426294390486 40.751706555674986),102750,1235B,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1046793.9424,213224.2275,Queens,Combined,TI-010,Flushing Creek,4073640036,0,411,23,25,13,4.5,58.5,Type A - Stone Columns,Acer rubrum,Red Maple,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.88230534757523 40.825080830658514),125649,68B,GXHP08-01,1,ROW,DPR HP-008,ROWB,Constructed (Full Maintenance),1016823.23207,239898.28945,Bronx,Combined,HP-008,Bronx River,2037090040,0,209,17,85,20,5,100,Standard,Magnolia virginiana,Sweetbay Magnolia,GXHP08-01,1,Right of Way (ROW),Constructed
POINT (-73.78076057879306 40.749812931810204),102811,1331D,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1044995.4027,212529.749,Queens,Combined,TI-010,Flushing Creek,4073740040,0,411,20,25,16,4,64,Type A - Stone Columns,No Tree,N/A,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.86940853419422 40.67904319567719),113801,1789B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1020471.879,186697.162,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041710017,0,305,37,54,17,5,85,Type C - SW Chamber,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.88398067028038 40.841574832032364),111978,IB544A,GXHP04-04,1,ROW,EDC HP-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016351.61,245907.04,Bronx,Combined,HP-004,Bronx River,2029920043,0,206,15,87,13,5,65,Type C - SW Chamber,No Tree,N/A,GXHP02-02_GXHP04-04,1,Right of Way (ROW),Constructed
POINT (-73.92152853556375 40.70897679809612),119185,255c,GKNC15-02,4,ROW,EDC NCB-015 (English Kills) Phase 4,ROWB,Constructed (Full Maintenance),1006005.7,197585.6,Brooklyn,Combined,NCB-015,Newtown Creek,3031780020,0,304,34,53,20,5,100,Standard,Other (See notes),N/A,GKNC15-02,Phase-4-Stage-1,Right of Way (ROW),Constructed
POINT (-73.85201411133009 40.69277199629473),113634,1668B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1025288.079,191706.628,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089330086,0,409,32,38,11,4.5,49.5,Standard,Syringa reticulata,Japanese Tree Lilac,53320022-05,4,Right of Way (ROW),Constructed
